Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Product subtitle (product.metafields.descriptors.subtitle),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),video (product.metafields.my_fields.video),Chamois type (product.metafields.next_cart.chamois-type),Colección Agu (product.metafields.next_cart.coleccion-agu),Color (product.metafields.next_cart.color),Color Anteojo (product.metafields.next_cart.color-anteojo),Cross-sell Products (product.metafields.next_cart.complementary_products),Genero (product.metafields.next_cart.genero),Height (product.metafields.next_cart.height),ISBN (product.metafields.next_cart.isbn),Length (product.metafields.next_cart.length),Short Description (product.metafields.next_cart.short_description),Talla (product.metafields.next_cart.talla),Talla accesorios (product.metafields.next_cart.talla-accesorios),Temperatura (product.metafields.next_cart.temperatura),Temporada (product.metafields.next_cart.temporada),Tipo Lente (product.metafields.next_cart.tipo-lente),Up-sell Products (product.metafields.next_cart.up_sell_products),Width (product.metafields.next_cart.width),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Compatible bike type (product.metafields.shopify.compatible-bike-type),Compatible eyewear type (product.metafields.shopify.compatible-eyewear-type),Eyewear frame design (product.metafields.shopify.eyewear-frame-design),Eyewear frame material (product.metafields.shopify.eyewear-frame-material),Eyewear lens material (product.metafields.shopify.eyewear-lens-material),Fabric (product.metafields.shopify.fabric),Lens color (product.metafields.shopify.lens-color),Lens polarization (product.metafields.shopify.lens-polarization),Lens type (product.metafields.shopify.lens-type),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Optical frame design (product.metafields.shopify.optical-frame-design),Size (product.metafields.shopify.size),Target gender (product.metafields.shopify.target-gender),UV protection (product.metafields.shopify.uv-protection),Vehicle placement (product.metafields.shopify.vehicle-placement),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Chile,Price / Chile,Compare At Price / Chile,Status
tricota-high-summer-iv-trend-armanagac-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/45308100-543_01.jpg?v=1762463729,2,Tricota AGU High Summer IV Trend Armagnac mujer vista trasera bolsillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agu-guantes-merino-impermeables,Guantes Merino Impermeables Ciclismo AGU | Invierno Premium,"<h3>Guantes de Ciclismo de Invierno AGU con Membrana Impermeable y Lana Merino</h3><p>Los Guantes Merino Impermeables AGU representan lo más premium en protección invernal para ciclistas. Combinan la calidez natural de la lana merino con una membrana impermeable de alto rendimiento, creando el escudo perfecto contra la lluvia, el viento y el frío intenso de los inviernos chilenos, ya sea en Santiago, Temuco o los pasos de la cordillera andina.</p><h3>Lana Merino: Calidez Natural sin Volumen</h3><p>La lana merino interior actúa como un regulador térmico natural: mantiene el calor cuando hace frío, libera la humedad cuando el esfuerzo genera calor corporal y nunca produce la sensación de humedad pegajosa que dan los foles sintéticos. La fibra merino es suave y no produce picazón, permitiendo usarlos durante horas sin irritación en las manos, incluso en rodadas de más de 4 horas.</p><h3>Membrana Impermeable y Cortaviento de Alta Eficiencia</h3><p>La membrana exterior bloquea el agua y el viento con total eficacia, manteniendo el interior seco incluso en lluvias prolongadas como las del invierno en el sur de Chile. La construcción está diseñada para mantener la destreza manual necesaria para accionar los frenos y cambios con precisión, sin el volumen excesivo que sacrifica el tacto en el manillar.</p><h3>Temperatura Recomendada para el Invierno Chileno</h3><p>Diseñados para temperaturas de 0–10 °C, ideales para los inviernos fríos de Temuco, Valdivia y las madrugadas de entrenamiento en Santiago entre junio y agosto. Una inversión imprescindible para el ciclista que no abandona el entrenamiento en los meses más duros del año.</p><h3>Guía de Tallas Guantes AGU</h3><table>
<thead><tr>
<th>Talla</th>
<th>Circunferencia de mano</th>
</tr></thead>
<tbody>
<tr>
<td>XS</td>
<td>&lt;18 cm</td>
</tr>
<tr>
<td>S</td>
<td>18–19,5 cm</td>
</tr>
<tr>
<td>M</td>
<td>19,5–22 cm</td>
</tr>
<tr>
<td>L</td>
<td>22–23 cm</td>
</tr>
<tr>
<td>XL</td>
<td>23–24 cm</td>
</tr>
<tr>
<td>XXL</td>
<td>24–25,5 cm</td>
</tr>
</tbody>
</table><p>Mide la circunferencia de tu mano justo por debajo de los nudillos, sin pulgar. Si quedas entre dos tallas, elige la más grande.</p>",Agu,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Bicycle Gloves,Guantes Ciclismo,"Accesorios, accesorios-hombre, en-oferta, Essential, manos_cabeza",true,Talla,xl-1,product.metafields.shopify.accessory-size,,,,,,,46541804-06,0.0,shopify,1,deny,manual,34990,49999,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/465418-scaled.jpg?v=1762463718,1,465418,false,,"Guantes premium ideales para un invierno dificil, con ellos no pasaras frio, ni tampoco se te mojara la mano. un must para invierno",3246,,,,,,,,,,,La construcción sin costuras de estos guantes Merino Knit garantiza,,,,,,,,unisex,,,,"La construcción sin costuras de estos guantes Merino Knit garantiza un guante impermeable que sigue siendo transpirable gracias a la innovadora membrana. Un forro de lana Merino suave y ceñido proporciona calor en abundancia y es muy resistente a los malos olores.

<img class=""alignnone wp-image-3261"" src=""https://republicaciclismo.cl/wp-content/uploads/2023/02/Knit-globes-300x156.jpg"" alt="""" width=""215"" height=""112"" />
<ul class=""usp_list"">
 	<li class=""usp_item"">Material:  DWR polyamide knit outside</li>
 	<li class=""usp_item"">Forro de lana Merino</li>
 	<li>Membrana waterprof y respirable</li>
 	<li>Sin costuras para un ajuste comodo</li>
 	<li>Grip de silicona en la palma</li>
</ul>",,,"0-8
5-12
-10","Otoño
Invierno",,,,,xl-1,,,,,,,,,,,,,,,,,,,,,,,,,tricota-high-summer-iv-trend-mc-agu,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/465418-scaled.jpg?v=1762463718,kg,,,true,,,active
agu-guantes-merino-impermeables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/465418-a-scaled.jpg?v=1762463722,2,465418-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cortaviento-ciclismo-hombre-agu-essential-negro,Cortaviento Ciclismo Hombre AGU Essential | Negro,"<p>El <strong>Cortaviento AGU Essential para Hombre</strong> es la chaqueta cortavientos ideal para ciclistas que buscan protección ligera sin sacrificar rendimiento. Diseñado para ciclismo de ruta, gravel y all-mountain, te protege del viento y las salpicaduras de agua en temperaturas de 0 a 20°C, convirtiéndolo en una prenda imprescindible para tus salidas en bicicleta en Chile durante todo el año.</p>
<p>Su diseño ultraligero se pliega en su propio bolsillo trasero, por lo que puedes llevarlo siempre encima sin que moleste. Fabricado con materiales reciclados y eco-amigables bajo el programa <strong>GreenSphere</strong> de AGU, que certifica el compromiso de la marca con la sostenibilidad.</p>
<h3>Características</h3>
<ul>
<li>
<strong>Diseño ultraligero</strong> para un rendimiento óptimo sobre la bicicleta, sin peso extra.</li>
<li>
<strong>Cierre YKK</strong> con camlock: fiable y que se mantiene perfectamente cerrado durante el pedaleo.</li>
<li>
<strong>Plegable en su propio bolsillo</strong>: compacto y fácil de guardar en el bolsillo trasero del maillot.</li>
<li>
<strong>Resistente al viento y salpicaduras de agua</strong>: te mantiene seco y protegido ante cambios de clima.</li>
<li>
<strong>Transpirable</strong>: permite la evacuación del calor durante los esfuerzos de alta intensidad.</li>
<li>
<strong>Materiales reciclados</strong> certificados por el programa GreenSphere de AGU.</li>
<li>
<strong>Uso recomendado:</strong> Ciclismo de ruta (Road), All-Mountain, Gravel.</li>
<li>
<strong>Temperatura ideal:</strong> 0–20°C.</li>
<li>
<strong>Temporada:</strong> Todo el año.</li>
</ul>
<h3>Guía de Tallas — Hombres</h3>
<p>Mide en centímetros y elige tu talla según la tabla. En caso de estar entre dos tallas, recomendamos optar por la talla mayor para mayor comodidad en movimiento.</p>
<table>
<thead>
<tr>
<th>Medida</th>
<th>S</th>
<th>M</th>
<th>L</th>
<th>XL</th>
<th>XXL</th>
<th>XXXL</th>
</tr>
</thead>
<tbody>
<tr>
<td><strong>Pecho (cm)</strong></td>
<td>94–98</td>
<td>98–102</td>
<td>102–106</td>
<td>106–111</td>
<td>111–117</td>
<td>&gt;117</td>
</tr>
<tr>
<td><strong>Cintura (cm)</strong></td>
<td>84–88</td>
<td>88–92</td>
<td>92–96</td>
<td>96–101</td>
<td>101–107</td>
<td>&gt;107</td>
</tr>
<tr>
<td><strong>Cadera (cm)</strong></td>
<td>93–97</td>
<td>97–101</td>
<td>101–105</td>
<td>105–110</td>
<td>110–116</td>
<td>&gt;116</td>
</tr>
</tbody>
</table>
<p><em>Cómo medir — A: Pecho: contorno de la parte más ancha del pecho. B: Cintura: contorno de la parte más estrecha. C: Cadera: contorno de la parte más ancha de las caderas.</em></p>",Agu,Apparel & Accessories > Clothing > Activewear > Activewear Vests & Jackets > Jackets,Cortavientos Hombre,"agu, chaqueta-ciclismo, chaquetas-hombre, ciclismo-chile, cortaviento, essential, hombre-ropa-ciclismo, otono-invierno",true,Talla,L,,,,,,,,44848400-000-05,0.0,shopify,2,deny,manual,99990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44848400-000_main_01-1.jpg?v=1762463712,1,Cortaviento ciclismo hombre AGU Essential negro vista frontal funcional,false,Cortaviento Ciclismo Hombre AGU Essential Negro | República Ciclismo,"Cortaviento ultraligero AGU Essential para ciclismo de ruta y gravel. Resistente al viento y salpicaduras, plegable en su propio bolsillo. Tallas S a XXXL. Envío a todo Chile.",5322,,,,,,,,,,,Protégete del viento y la lluvia con estilo con nuestra chaqueta,,,,Essential,,,,"Hombre
Mujer",,,,"Protégete del viento y la lluvia con estilo con nuestra chaqueta Cortavientos Essential de AGU. Ligera, resistente al agua y con detalles reflectantes para mayor seguridad.
 Ligera y fácil de llevar
Resistente al viento y al agua para mayor protección.Detalles reflectantes: para una mejor visibilidad en condiciones de poca luz.</li>
</ul>
</div>
</div>
</div>",,,"0-8
-10","Otoño
Invierno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44848400-000_main_01-1.jpg?v=1762463712,kg,,,true,,,active
cortaviento-ciclismo-hombre-agu-essential-negro,,,,,,,,,XL,,,,,,,,44848400-000-06,0.0,shopify,2,deny,manual,99990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44848400-000_detail_01.jpg?v=1762463717,2,Cortaviento AGU Essential negro detalle cuello y cremallera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44848400-000_main_01-1.jpg?v=1762463712,kg,,,,,,
cortaviento-ciclismo-hombre-agu-essential-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44848400-000_model_01.jpg?v=1762463717,3,Cortaviento AGU Essential hombre en uso ciclismo ruta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cortaviento-ciclismo-hombre-agu-essential-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44848400-000_model_02.jpg?v=1762463717,4,Cortaviento AGU Essential negro vista trasera bolsillos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cortaviento-ciclismo-hombre-agu-essential-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44848400-000_model_03.jpg?v=1762463717,5,Cortaviento AGU Essential negro detalle tejido windproof guardable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cortaviento-ciclismo-hombre-agu-essential-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44848400-000_model_04.jpg?v=1762463717,6,44848400-000_model_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cortaviento-ciclismo-hombre-agu-essential-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44848400-000_model_05.jpg?v=1762463717,7,44848400-000_model_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cortaviento-ciclismo-hombre-agu-essential-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44848400-000_model_06.jpg?v=1762463716,8,44848400-000_model_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cortaviento-ciclismo-hombre-agu-essential-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/JAN_976511-scaled.jpg?v=1762463717,9,JAN_976511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cortaviento-ciclismo-hombre-agu-essential-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/JAN_991011-scaled.jpg?v=1762463716,10,JAN_991011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cortaviento-ciclismo-hombre-agu-essential-negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44848400-000.jpg?v=1762463716,11,44848400-000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tricota-ciclismo-mujer-agu-floral-cream,Tricota Ciclismo Mujer AGU Floral Cream | Verano,"<h3>Tricota Ciclismo Mujer AGU Floral Cream para Verano</h3><p>La Tricota Floral Cream de AGU es la expresión más luminosa de la colección Floral, con su estampado en tono crema que aporta elegancia y claridad en ruta. Diseñada para el ciclismo femenino de verano en Chile, combina el exclusivo estampado floral de la línea Trend con tejido técnico de primera calidad para los días más calurosos del año en cualquier ruta del territorio chileno.</p><h3>Tejido de Secado Rápido para el Calor</h3><p>El tejido Interlock Rapid Dry al 100% poliéster evacúa el sudor de forma eficiente, manteniendo la sensación de frescura durante todo el trayecto. La combinación de transpirabilidad y secado rápido la convierte en la prenda ideal para las rutas más largas e intensas del verano, especialmente en las salidas matinales del gran Santiago o las rutas costeras de la zona central.</p><h3>Corte Femenino y Detalles Funcionales</h3><p>Diseño ergonómico específico para mujer con espalda más larga y protección lumbar total. Banda inferior con gripper de silicona que mantiene la prenda en su lugar durante el pedaleo. Tres bolsillos traseros para gel y accesorios. Cierre frontal YKK para regulación de ventilación según las condiciones de la ruta.</p><h3>Para las Rutas de Verano en Chile</h3><p>Ideal entre 18°C y 35°C. El tono Cream aporta mayor visibilidad en ruta y un look luminoso que combina perfectamente con calzas oscuras de temporada. Perfecta para rodadas de verano en Santiago, la Región de Valparaíso y las rutas costeras del centro de Chile.</p><h3>Guía de Tallas AGU Mujer</h3><table>
<thead><tr>
<th>Talla</th>
<th>Pecho</th>
<th>Cintura</th>
</tr></thead>
<tbody>
<tr>
<td>XS</td>
<td>&lt;86 cm</td>
<td>&lt;70 cm</td>
</tr>
<tr>
<td>S</td>
<td>86–90 cm</td>
<td>70–74 cm</td>
</tr>
<tr>
<td>M</td>
<td>90–94 cm</td>
<td>74–78 cm</td>
</tr>
<tr>
<td>L</td>
<td>94–98 cm</td>
<td>78–82 cm</td>
</tr>
<tr>
<td>XL</td>
<td>98–103 cm</td>
<td>82–87 cm</td>
</tr>
</tbody>
</table><p>Si quedas entre dos tallas, elige la más grande.</p>",Agu,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Tricotas Mujer,"agu, ciclismo-chile, floral, maillot-ciclismo, ropa-ciclismo-mujer, trend, tricota-ciclismo-mujer, verano",true,Talla,XS,,,,,,,,45308200-541-02,300.0,shopify,2,deny,manual,89990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/46.png?v=1762463705,1,Tricota ciclismo mujer AGU Floral Cream vista frontal verano,false,,"Tricota mujer AGU Floral Cream. Diseño floral moderno con ligereza y frescura para rutas de verano. Tallas XS, M y L disponibles. Envío a Chile.",5322,,,,,,,,,,,"Estampado exclusivo, mangas cortadas láser y secado rápido.",,,,Trend,,,,Mujer,20,,30,"La Tricota Ciclismo Mujer AGU Floral Cream combina estilo femenino y comodidad para tus rutas en bicicleta. Fabricada con tejido Interlock Rapid Dry de secado rápido, ayuda a mantener el cuerpo fresco y seco durante tus salidas, incluso en días calurosos.
Su ajuste cómodo, banda inferior con silicona antideslizante y tres bolsillos traseros permiten pedalear con libertad y llevar lo esencial en cada ruta.",,,"10-18
20-28
15-23","Primavera
Verano
Otoño",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/46.png?v=1762463705,kg,,,true,,,active
tricota-ciclismo-mujer-agu-floral-cream,,,,,,,,,M,,,,,,,,45308200-541-04,300.0,shopify,2,deny,manual,89990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/45.png?v=1762463710,2,Tricota AGU Floral Cream mujer vista trasera bolsillos ciclismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/46.png?v=1762463705,kg,,,,,,
tricota-ciclismo-mujer-agu-floral-cream,,,,,,,,,L,,,,,,,,45308200-541-05,300.0,shopify,1,deny,manual,89990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/JAN_1769-scaled_1667185c-099b-4e5e-a3c9-48bd60806e9e.jpg?v=1762463709,3,Tricota AGU Floral Cream mujer en uso ciclismo ruta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/46.png?v=1762463705,kg,,,,,,
tricota-ciclismo-mujer-agu-floral-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/JAN_1872-scaled_281351d3-83fa-41b6-adbf-151e204b8fc9.jpg?v=1762463710,4,Tricota AGU Floral Cream mujer detalle diseño floral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calza-verano-ciclismo-mujer-agu-high-summer-jungle,Calza Verano Ciclismo Mujer AGU High Summer Jungle,"<h3>Calza Verano Ciclismo Mujer AGU High Summer III Trend</h3>
<p>La Calza Verano High Summer III Trend de AGU es la calza de temporada calurosa de la línea Trend femenina, diseñada para las ciclistas que no detienen sus entrenamientos cuando el mercurio sube. El exclusivo diseño Trend aporta un estilo moderno y diferenciador, mientras la tecnología High Summer garantiza el rendimiento óptimo durante las salidas más exigentes del verano en Chile.</p>
<h3>Tecnología Smart Temp para Clima Extremo</h3>
<p>La calza incorpora tecnología Smart Temp que reduce la temperatura percibida hasta 2,5°C respecto a materiales convencionales. Las zonas de malla estratégicas maximizan la ventilación durante el pedaleo, siendo especialmente eficaces en las rutas más calurosas del territorio chileno como el Valle del Elqui, el Cajón del Maipo o las costas de la zona central.</p>
<h3>Badana de Alta Transpirabilidad para el Verano</h3>
<p>La badana de la línea High Summer Jungle de AGU está diseñada específicamente para el ciclismo en calor, con materiales de secado ultra rápido y alta permeabilidad al vapor para mantener la zona de contacto seca durante las salidas más largas e intensas. Corte ergonómico femenino con gripper de silicona en piernas y detalles reflectantes para seguridad en ruta.</p>
<h3>Para los Meses Más Cálidos en Chile</h3>
<p>Ideal para temperaturas entre 22°C y 38°C. Perfecta para los meses de verano en Chile, funcionando especialmente bien en los días de mayor calor en la zona central, norte y costera del país. Combínala con la Tricota High Summer III Trend de AGU para el kit de verano femenino más completo y coordinado de la temporada.</p>
<h3>Guía de Tallas AGU Mujer</h3>
<table>
<thead>
<tr>
<th>Talla</th>
<th>Pecho</th>
<th>Cintura</th>
</tr>
</thead>
<tbody>
<tr>
<td>XS</td>
<td>&lt;86 cm</td>
<td>&lt;70 cm</td>
</tr>
<tr>
<td>S</td>
<td>86–90 cm</td>
<td>70–74 cm</td>
</tr>
<tr>
<td>M</td>
<td>90–94 cm</td>
<td>74–78 cm</td>
</tr>
<tr>
<td>L</td>
<td>94–98 cm</td>
<td>78–82 cm</td>
</tr>
<tr>
<td>XL</td>
<td>98–103 cm</td>
<td>82–87 cm</td>
</tr>
</tbody>
</table>
<p>Si quedas entre dos tallas, elige la más grande.</p>",Agu,Sporting Goods > Outdoor Recreation > Cycling > Cycling Apparel & Accessories > Cycling Shorts & Bib Shorts,Calzas de Ciclismo Mujer,"agu, calzas-ciclismo-mujer, calzas-verano, ciclismo-chile, ciclismo-ruta, ropa-ciclismo-mujer",true,Talla,XS,,,,,,,,45203701-528-02,200.0,shopify,1,deny,manual,119990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/43.webp?v=1762463698,1,Calza ciclismo mujer AGU High Summer III Trend con estampado vista principal,false,,Calza mujer AGU High Summer Jungle. Diseñada para rendimiento ligero con ajuste profesional en verano. Envío a todo Chile.,3982,,,,,,,,,,,Las Calzas Mujer Highsummer III Trend de AGU son la elección perfecta,,,Red 120,Trend,,,agu-calcetin-premium-black; guantes-ciclismo-verano-agu-high-summer-negro; tricota-ciclismo-mujer-agu-high-summer-iii-jungle,Mujer,20,,25,"Calza mujer verano ciclismo AGU High Summer Jungle. Ligera, respirable y con badana Red 120 ideal para salidas de hasta 4 horas. Ajuste Slim Fit y máxima frescura en días calurosos.",,,"5-12
10-18
20-28
25
15-23","Primavera
Verano",,,2,,,,,,,,,,negro-1,,,,,,,,,,,,,,femenino,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/43.webp?v=1762463698,kg,,,true,,,active
calza-verano-ciclismo-mujer-agu-high-summer-jungle,,,,,,,,,S,,,,,,,,45203701-528-03,200.0,shopify,2,deny,manual,119990,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/44.jpg?v=1762463705,2,Calza AGU High Summer III mujer vista lateral con puño láser y gripper de silicona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/43.webp?v=1762463698,kg,,,,,,
calza-verano-ciclismo-mujer-agu-high-summer-jungle,,,,,,,,,L,,,,,,,,45203701-528-05,200.0,shopify,1,deny,manual,119990,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/43.webp?v=1762463698,kg,,,,,,
calza-verano-ciclismo-mujer-agu-high-summer-jungle,,,,,,,,,XL,,,,,,,,45203701-528-06,200.0,shopify,1,deny,manual,119990,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0548/9777/0750/files/43.webp?v=1762463698,kg,,,,,,
